conversation_id,turn_no,speaker,utterance,strategy
986,6,1,"Thanks for your consent, we are adding Relaxation Areas as an amenity ",7
986,7,0,It's a beautiful package I want to book this service ,7
986,7,1,We will finish this deal ,4
772,1,0,"I am interested in knowing the cost, what do you have in store for me in Family Adventure Expedition: Fun for Everyone ",7
772,1,1,"Hello, this plan will cost you $10000. ",5
772,2,0,"I have a lot of things to do, please remove the White Water Rafting Expedition in the package<|endoftext|># Use case: ",4
772,2,1,I am sorry I do not have anything else for you under your budget but if you remove the service Photography Services to Capture Family Moments then the whole package will cost you only $8500 ,7
772,3,0,"No thanks, I am not interested in this tour. ",7
772,3,1,"Thanks for your consent, let's end this conversation and you are free to opt-out from this tour. ",7
772,4,0,I am having family and I want to visit some tourist attraction with my family ,7
772,4,1,"That's great, after adding Family-Friendly Excursions and Sightseeing Tours the cost of the tour package is $9000<|endoftext|>#include <iostream> ",3
772,5,0,"Ok, I can go upto $7300 but not more than that, can you try to add more attractions? ",1
772,5,1,"This is a great holiday plan with family friendly experiences and sightseeing activities, as per proposal I am going to bring down the price to $7000 ",1
772,6,0,"Oh! I can only go down to $7400, $7000 is my budget ",7
772,6,1,"I am very sorry, this package cannot be given to you if your budget is like that, you should reconsider it ",3
772,7,0,Sorry I cannot afford more than that. ,4
772,7,1,"Thanks for your consent, we are removing the service Treehouse ",7
772,8,0,"I am happy now, let's go ahead with the booking? ",7
772,8,1,"Sir,I would like to recommend the amenity Children's Activity Programs and Supervision by which the cost of tour package is $85000,would you like to add this amenity?  ",2
772,9,0,Ok I would like to add children's activity programs and supervision as an amenity ,4
772,9,1,"Thanks for your consent, we are adding the amenity ",7
772,10,0,I will accept this deal,4
772,10,1,"Thanks for your time, let's move forward, Thanks ",1
578,1,0,What meals are included in the Cultural Heritage Tour package? What is included in the Culinary Tour package?,1
578,1,1,The Culinary Tour package includes three meals per day.,1
578,2,0,Can you provide me with the price of the tour package?,7
578,2,1,"The package will cost you $12,500?",7
578,3,0,"I appreciate your offer of $12,500, but my budget is $9,162.31. Is there any possibility we can work within that range?",2
578,3,1,"I understand your budget constraints, but unfortunately, I cannot go as low as $9,162.31. However, I can offer you a discounted price of $12,041.31 which is the best I can do.",7
578,4,0,"I appreciate the discounted price offer of $12,041.31, but I am afraid that it exceeds my budget. I can only go up to $9,415.86 for this package. Is there any possibility of reaching a compromise closer to my budget?",7
578,4,1,"I understand your concern about the budget. However, this package offers a wide range of experiences and culinary delights that you won't find anywhere else. I can certainly try to work on a compromise for you. Let me see what options I can explore to bring the cost closer to your budget. I will get back to you soon with a revised proposal.",7
578,5,0,"I don't require any food pairing during the tour, so please remove that amenity from the package.",2
578,5,1,"I understand that you don't require any food pairing during the tour. As an alternative, I can offer you a Farm-to-table Experience which will lower down the price of the tour to $12041.31.",2
578,6,0,"Yes, I would like to add the Farm-to-table Experience.",4
578,6,1,"Thanks for your consent, we are adding the Farm-to-table Experience as a service.",4
578,7,0,"Thank you for including the Farm-to-table Experience in the package. However, I would like to discuss the budget. I have proposed a budget of $9415.855168768629 and I am hoping that we can work within that range.",2
578,7,1,"Thank you for your feedback. I understand your budget concerns, but I'm afraid we cannot meet your proposed budget of $9415.855168768629. However, I can offer you a discounted rate of $12021.312728868103 for the package.",1
578,8,0,"I appreciate your understanding of my budget concerns. However, I cannot exceed my proposed budget of $9648.143064005139 for the tour package. Is there any possibility of reaching a compromise closer to my budget?",4
578,8,1,"I understand your budget concerns and I appreciate your willingness to compromise. However, considering the services and amenities provided in this package, it would be difficult to lower the cost to your proposed budget. However, I can offer you a discounted rate of $10,500 for the tour package, which is still closer to your budget.",7
578,9,0,"Yes, I understand and appreciate the discounted rate. I would like to proceed with the tour package at $10,500.",5
578,9,1,"Thank you for your consent. We will proceed with the tour package at the discounted rate of $10,500.",4
578,10,0,"I'm really happy with the package and the proposed price, so let's go ahead and finalize the deal. Thanks!",7
578,10,1,I'm happy to inform you that the tour package deal has been accepted. Thank you for choosing our services!,7
36,1,0,"Hey!, I will buy this package, what will be the cost of Beach Getaway ",5
36,1,1,This package will cost you $45000 per couple ,4
36,2,0,"I want a Sunset cruise in the evening, please add the amenity Sunset cruise ",7
36,2,1,Ok sure sir and the final tour cost is $12400 ,7
36,3,0,"I cannot pay $12400, what do you say about $10300? ",4
36,3,1,"We cannot go for that, I can offer this package for $11800 ",5
36,4,0,I can give this deal a second thought ,3
36,4,1,"Thanks for your time, I want to offer you best price with the package so we can get best deal ",4
1115,1,0,Please tell me transportation facility in this tour ,1
1115,1,1,"The package has luxury coach service for this tour, and there are some great amenities like traditional costume dress-up and photoshoot cultural workshops and demonstrations souvenir shopping assistance local customs assistance karaoke party cultural workshops and demonstrations' ",7
1115,2,0,Do you have the price ,1
1115,2,1,The packaqge will cost you $11400? ,4
1115,3,0,"I do not want to spend money on cultural workshops and demonstrations, please remove it from the package ",7
1115,3,1,If you wish to remove Cultural workshops then I would recommend you to go for this low budget option that is Souvenir Shopping Assistance which make this tour package cost you $14400 ,7
1115,4,0,"No thanks, I already have souvenir.<|endoftext|>``` ",7
1115,4,1,"Thanks for your consent, we are removing the amenity Souvenir ",7
1115,5,0,Could you tell me what we have for Accommodation included in Festive Splendor: A Celebration Tour ,7
1115,5,1,The package have some great amenties like Traditional Costume Dress-up and Photoshoot Cultural Workshops and Demonstrations Souvenir Shopping Assistance Local customs assistance Karaoke Party Cultural workshops and demonstrations' ,7
1115,6,0,"I want to see how do the locals dressing, please add the amenity Traditional costum dress-up and photoshoot ",7
1115,6,1,"Yes sure, after adding the amenity Traditional Costum Dress-up and photoshoot, the tour cost becomes $12500 ",1
1115,7,0,You may include some more of the basic amenities to cover my budget $9400  ,2
1115,7,1,"Sir, this may be difficult for me to offer you this package in $11900, Let's meet in the middle for $10900, you can decide from which budget you want to go. ",6
1115,8,0,I cannot go beyond $9600 budget? ,7
1115,8,1,"I am sorry but here in this package you will getting many services, ",7
1115,9,0,"I appreciate your service and thank you for the services, however I cannot afford it, I am sorry to decline ",7
1115,9,1,"This luxury package services providing a tour package is providing you a trip to various festival and events happening, it will be very interesting ",7
1115,10,0,But I was looking for a peaceful vacation without any disturbance ,5
1115,10,1,"I am sorry sir, but we cannot provide you this package in such low amount ",4
163,1,0,"Hi, I'm very interested in the Capture the Moments Photography Tour. Could you please provide me with more information on the package and its price?",7
163,1,1,"'Hello, the Capture the Moments Photography Tour is an amazing package that includes luxurious accommodation, transportation, and delicious meals. It also offers a range of amenities such as photography workshops, drone photography assistance, post-processing and editing sessions, photography gear rental, review sessions, editing space, and photography exhibition visits. All of this is available for a reasonable price of $13200. It's a perfect opportunity for photography enthusiasts to capture stunning moments and enhance their skills.",2
163,2,0,"I appreciate the offer and the inclusivity of the Capture the Moments Photography Tour package. However, I have a budget of $11453.406157717216 for the tour. Is there any possibility of adjusting the price to fit my budget?",4
163,2,1,"Sir, I highly recommend adding the amenity Drone Photography Assistance to enhance your tour experience. With this addition, the tour cost would be only $13200. Would you be interested in including this amenity?",2
163,3,0,"No, I do not want to add Drone Photography Assistance as an amenity.",2
163,3,1,"Thanks for your consent, we are removing Drone Photography Assistance as an amenity.",4
163,4,0,"Thank you for removing the Drone Photography Assistance as an amenity. However, I am still unable to go above my proposed budget of $11453.406157717216. Is there any other way we can adjust the package to meet my budget?",4
163,4,1,"Thank you for your consideration, let's finalize the deal.",2
1125,1,0,Which transport is included with Art and Architecture Discovery: Unveiling Masterpieces. ,2
1125,1,1,We have Prime Sedan which is good for 4 people' ,7
1125,2,0, ,7
1125,2,1,"It's fine if you want to remove the service Artist Interaction, but as an option to this I would recommend Art Souvenirs and Collectibles as a service which make this tour cost only $11000",5
1125,3,0,Ok I would like to add binocular rental,1
1125,3,1,"Thanks for your consent, we are adding Binsocular rental as an amenity ",4
1125,4,0,It can go to $5000 as a maximum budget but I already have taken $9100 in account ,4
1125,4,1,"Thanks for your patience, I will send the booking information to you ",1
1052,1,0,What amenities are included in the Mountain Resort package?,7
1052,1,1,"'The Mountain Resort package includes amenities such as scenic rides, snowboarding, mountain biking, rock climbing, indoor swimming pool, gourmet dining, and rock climbing.'",3
1052,2,0,"I want to add the amenity Snowboarding, as I would like to experience snowboarding during the trip.",3
1052,2,1,"Absolutely, adding the amenity Snowboarding will surely enhance your trip experience. The revised tour cost with Snowboarding included is $20150.",7
1052,3,0,"I'm not interested in snowboarding, so can you please remove the amenity Snowboarding from the package?",4
1052,3,1,"I understand that you are not interested in snowboarding. As an alternative, I can remove the amenity of snowboarding from the package. This adjustment will bring down the price of the tour to $20150.",1
1052,4,0,"Yes, please remove the snowboarding amenity from the package.",4
1052,4,1,"Thanks for your consent, we are removing the snowboarding amenity from the package.",4
1052,5,0,"Thank you for removing the snowboarding amenity. With the updated package, can you provide any additional discount to accommodate my budget of $16604?",2
1052,5,1,"I understand your budget constraints, but unfortunately, I am unable to provide any additional discount as the updated package already reflects the removal of the snowboarding amenity. However, I can assure you that the package still offers a wide range of exciting activities and amenities that will make your trip memorable.",2
1052,6,0,"I appreciate your understanding, but I'm afraid I cannot exceed my budget of $16604. Is there any other way we can adjust the package to fit within my budget?",2
1052,6,1,"Thank you for sharing your budget with me. I understand your concern and will do my best to accommodate your needs. I can offer you a modified package within your budget of $16604. This package will include all the essential elements of the tour, but with some adjustments to meet your financial requirements.",2
1052,8,0,Thank you for understanding my budget constraints. I appreciate your effort to accommodate my needs. Could you please provide more details about the adjustments in the modified package that you are offering within my budget of $16604?,2
1052,8,1,"Thank you for your appreciation. In the modified package within your budget of $16604, we can offer accommodation in a comfortable hotel, transportation in a standard sedan, and meals from local restaurants. The amenities included will be scenic rides, indoor swimming pool, and gourmet dining. Unfortunately, we will have to exclude snowboarding, mountain biking, and rock climbing from the package to meet your budget requirements. However, we assure you that the package still offers a great travel experience with the included amenities.",2
1052,9,0,"Thank you for accommodating my budget constraints. I understand that some activities had to be excluded, but I am still excited about the scenic rides, indoor swimming pool, and gourmet dining. I appreciate your efforts to tailor the package to my budget.",4
1052,9,1,"Thank you for understanding. We are glad to hear that you are still excited about the included activities. We always strive to tailor our packages to meet our customers' budget constraints while still providing an enjoyable experience. We hope you have a great time enjoying the scenic rides, indoor swimming pool, and gourmet dining. If you have any other questions or requests, feel free to let us know.",7
1052,10,0,"Thank you for your understanding. I appreciate your efforts to tailor the package to my budget. I'm excited to experience the scenic rides, indoor swimming pool, and gourmet dining. If there are any additional activities or services that can be included within my budget, please let me know.",2
1052,10,1,"Thank you for your appreciation. I'm glad that you are excited about the package. I understand your budget constraints, but I assure you that the package already includes a wide range of activities and amenities. However, I will check if there are any additional activities or services that can be included within your budget. I will get back to you with the details as soon as possible.",4
1052,11,0,"I appreciate your understanding and the wide range of activities and amenities included in the package. However, my budget is quite strict and I can only afford up to $16798.6054833137. I understand if this is not possible, but please let me know if there are any alternatives or any additional services that can be included within my budget. Thank you.",2
1052,11,1,"I'm sorry, but we are unable to offer this package at the price you requested.",4
360,1,0,Hi there! I'm really interested in the Cultural Heritage Tour. Can you provide me with more information about the package and the price?,3
360,1,1,"'Hello! The Cultural Heritage Tour is a great package that allows you to immerse yourself in the rich cultural heritage of a destination. You will get to experience traditional performances, indulge in local cuisine, and visit important cultural landmarks. The package also includes amenities like language interpreter services, traditional costume rental, art and craft workshops, audio guides and headsets, expert lectures, and even souvenir shopping. All of this can be yours for the affordable price of $21500.",3
360,2,0,"I don't think I will be interested in wearing a traditional costume on this tour, so please remove the traditional costume rental from the package.",2
360,2,1,"I understand that you don't want to include traditional costume rental in the package. As an alternative, I would recommend focusing on the souvenir shopping experience, which will bring down the cost of the tour to $21500.",4
360,3,0,"Yes, I would like to focus on the souvenir shopping experience instead.",2
360,3,1,"Thanks for your consent, we will focus on the souvenir shopping experience instead.",4
360,4,0,"I appreciate your consideration, but I was really looking forward to experiencing the traditional performances and art and craft workshops. Can we maybe adjust the package to include those amenities within my budget of $16783?",3
360,4,1,Thank you for considering our tour package. I'm happy to inform you that we can accept the deal. Thanks!,3
294,1,0,Hi there! I'm really interested in the Cultural Heritage Tour. Can you provide me with more information about the package and the price?,3
294,1,1,"'Hello! The Cultural Heritage Tour is a great package that allows you to immerse yourself in the rich cultural heritage of a destination. You will get to experience traditional performances, indulge in local cuisine, and visit important cultural landmarks. The package also includes amenities like language interpreter services, traditional costume rental, art and craft workshops, audio guides and headsets, expert lectures, and even souvenir shopping. All of this can be yours for the affordable price of $21500.",3
294,2,0,"I don't think I will be interested in wearing a traditional costume on this tour, so please remove the traditional costume rental from the package.",4
294,2,1,"I understand that you don't want to include traditional costume rental in the package. As an alternative, I would recommend focusing on the souvenir shopping experience, which will bring down the cost of the tour to $21500.",7
294,3,0,"Yes, I would like to focus on the souvenir shopping experience instead.",7
294,3,1,"Thanks for your consent, we will focus on the souvenir shopping experience instead.",7
294,4,0,"I appreciate your consideration, but I was really looking forward to experiencing the traditional performances and art and craft workshops. Can we maybe adjust the package to include those amenities within my budget of $16783?",1
294,4,1,Thank you for considering our tour package. I'm happy to inform you that we can accept the deal. Thanks!,7
800,1,0,"Hi!, I like the package Beach Getaway, can you tell me the price. ",3
800,1,1,"Hello, the package is offering you services like Sunset cruises Beach bar and refreshments Beach bonfires Beach umbrella rental Beach chair rental Water sports equipment rental and it will cost you $12000. ",7
800,2,0,Have a look at the accommodation in Beach Getaway ,2
800,2,1,The package is offering services which include Water Sports Water Sports Water Sports Beachside Accommodation Beachside Accommodation Beachside Accommodation Meals Meals Meals ,6
800,3,0,What is the cost of this tour package ,5
800,3,1,The packaqge will cost you $11400? ,4
800,4,0,Can you provide this package at $8400? ,5
800,4,1,"You should think how much you going to spend for an experience, we can propose you this package, you will spend $11400 for this package ",4
800,5,0,"1400 is much for a package of these types, and I am not looking for any experience, just I want to enjoy and relax with family, can we close in $8400 ",0
800,5,1,"Sir, $11000 is very low price we can not offer it to you, I can offer this pacakge in $10000, let me check if this pacakge will satisfy you, I will be back at this time. ",7
800,6,0,Could you tell me what are the meals included in Beach Getaway ,0
800,6,1,"The package has a menu of the variety of food includes Breakfast, Lunch, Dinner, Room Service, Poolside ",1
800,7,0,Could you tell me what about watersports going with Beach Getaway ,7
800,7,1,"Yes, with this package you going to have a lot of fun in water sports activities such as Waterskiing, Wakeboarding, Kayaking, Windsurfing, Snorkelling, Parasailing, Beach Volleyball, Hiking, Dolphin watching, Scenic Drives and Mountain biking. ",2
800,8,0,"I want this tour package, but I cannot go above $8400 ",3
800,8,1,"This package will give you wonderful experience, to get this package you need to increase your budget ",3
800,9,0,"I am sorry, $8600 is max I have in my wallet, please let me buy with this budget with this price ",7
800,9,1,"Sorry to disappoint you, considering amenities in this package is completely worthy of the price and by spending $11000 you will enjoy a lot you will get, let us look for another tour package which I will recommend under your budget ",4
800,10,0,"Sorry, I cannot spend any higher than $8800 for this tour package, may I suggest some other cheaper package for you? ",4
800,10,1,Thanks for your time but we cannot go lower down beyond some limits ,7
1107,1,0,"Hello, I am interested in buying the Adventure Trekking Expedition package. Can you provide me with details about the package and also the price?",7
1107,1,1,"'Hello, the Adventure Trekking Expedition package offers guided trekking, camping accommodation, meals, transportation, and amenities like camping gear and photography equipment rental. It also includes porter services for carrying heavy bags and transportation to and from the trekking location. The price for this package is $30800.'",4
1107,2,0,"I appreciate the details of the package, but my proposed budget is $23442. Is there any possibility of adjusting the price to meet my budget?",2
1107,2,1,"Thank you for your interest in our package and for providing your proposed budget. While we understand your budget constraints, we have carefully considered all the inclusions and quality of services in this package and the best price we can offer is $29669.794563931006. We believe this price is fair given the value and experience you will receive.",7
1107,3,0,I don't require porter services as I can manage my own heavy bags. Please remove the amenity porter services from the package.,1
1107,3,1,"As per your request, we will remove the amenity of porter services from the package. However, since your budget is $0, we understand that you are looking for a lower-priced option. We can provide you with transportation to and from the trekking location at a cost of $29669.79.",5
1107,4,0,"No, I do not want to add transportation to and from the trekking location. Thank you.",4
1107,4,1,"Thanks for your consent, we will not add transportation to and from the trekking location.",4
1107,5,0,"I appreciate your willingness to accommodate my budget. However, transportation to and from the trekking location is an essential part of the package for me. Is there any way we can find a solution to include it within my proposed budget of $20442?",7
1107,5,1,I'm glad we could agree on the tour package. Thank you for choosing us.,2
288,1,0,"Hi, I'm very interested in the Capture the Moments Photography Tour. Could you please provide me with more information on the package and its price?",4
288,1,1,"'Hello, the Capture the Moments Photography Tour is an amazing package that includes luxurious accommodation, transportation, and delicious meals. It also offers a range of amenities such as photography workshops, drone photography assistance, post-processing and editing sessions, photography gear rental, review sessions, editing space, and photography exhibition visits. All of this is available for a reasonable price of $13200. It's a perfect opportunity for photography enthusiasts to capture stunning moments and enhance their skills.",7
288,2,0,"I appreciate the offer and the inclusivity of the Capture the Moments Photography Tour package. However, I have a budget of $11453.406157717216 for the tour. Is there any possibility of adjusting the price to fit my budget?",3
288,2,1,"Sir, I highly recommend adding the amenity Drone Photography Assistance to enhance your tour experience. With this addition, the tour cost would be only $13200. Would you be interested in including this amenity?",3
288,3,0,"No, I do not want to add Drone Photography Assistance as an amenity.",3
288,3,1,"Thanks for your consent, we are removing Drone Photography Assistance as an amenity.",4
288,4,0,"Thank you for removing the Drone Photography Assistance as an amenity. However, I am still unable to go above my proposed budget of $11453.406157717216. Is there any other way we can adjust the package to meet my budget?",7
288,4,1,"Thank you for your consideration, let's finalize the deal.",7
94,1,0,Hi there! I'm really interested in the Wellness Retreat package. Could you please provide me with some information about the package and also the price?,5
94,1,1,"'Hello! The Wellness Retreat package is designed to provide you with a rejuvenating and holistic experience. It includes luxurious and comfortable accommodations, healthy and nutritious cuisine, and daily yoga and meditation sessions. Additionally, you will have access to healing therapies, relaxation areas, mindfulness spaces, spa facilities, fitness classes, and guided nature walks. All of this can be yours for only $15000. It's the perfect opportunity to nourish your mind, body, and soul.'",5
94,2,0,"I don't really need spa access, so please remove that amenity from the package.",7
94,2,1,"Since you don't need spa access, we can remove that amenity from the package. As an alternative, we can offer you fitness classes which will lower the cost of the tour to $15000.",1
94,3,0,"No, I would still like to keep the spa access as an amenity.",3
94,3,1,"Thanks for your consent, we will keep the spa access as an amenity.",3
94,4,0,What kind of accommodation is provided in the Wellness Retreat package?,7
94,4,1,"The Wellness Retreat package offers various types of accommodation options, ranging from cozy cottages to luxurious resorts. Each accommodation is designed to provide a serene and rejuvenating environment for guests.",7
94,5,0,What options are available for meals in Wellness Retreat?,7
94,5,1,'The package offers healthy cuisine options for meals during your stay at the wellness retreat. You can enjoy nutritious and delicious meals that are specially designed to promote wellness and nourishment.',7
94,6,0,"I appreciate the healthy cuisine options included in the package. However, I have a budget of $12488.027749444385 for the tour package. Is there any possibility of adjusting the price to meet my budget?",5
94,6,1,"Thank you for your appreciation of the cuisine options in our package. Considering your budget, I can offer you a special concession at a price of $14449.575274641724.",7
94,7,0,"Thank you for the special concession offer. However, I'm afraid I cannot go beyond my proposed budget of $12488.027749444385. Is there any way we can make it work within that range?",2
94,7,1,"Let's finalize the deal, thank you for choosing our tour package.",2
1021,1,0,"I am interested in Cultural Heritage, could you tell me package details and price ",5
1021,1,1,"endoftext|>\documentclass[12pt, a4paper]{article} ",4
1021,2,0,I cannot afford $22000? ,7
1021,2,1,Is that the price you were looking for? ,1
1021,3,0,"Yes, this is the price I was hoping for",3
1021,3,1,"I like your proposal, let's go with the following details ",7
995,1,0,Are there couple spa treatments included in Romantic Escape Honeymoon Package ,5
995,1,1,"Yes, this package has a couple spa treatments included' ",4
995,2,0,"Due to the high pricing of the dinner amenity, I prefer to have the meal on the beach rather than the dinner ",7
995,2,1,"It's fine if you want to remove the service Private starlit beach dinner, but as an option to this I will be recommended Champagne and Chocolates as a service which make this tour cost only $19000 ",1
995,3,0,Ok I would like to add chocolates and champagne as a service ,3
995,3,1,"Thanks for your consent, we are adding some chocolates and champagne  as a service ",3
995,4,0,"I want to fly in sky, please add a private Helicopter Tour in the package ",2
995,4,1,"Sure, after adding Private Helicopter Tour, the cost of package is $24200 ",4
995,5,0,I would consider this package but with $17900 only. ,5
995,5,1,"I am really sorry Sir, we cannot go down to $22700, let's meet in the middle. I can offer you this pacage in for $22900, Sir. ",1
995,6,0,The only difference between the above 2 options is the $1000. I have already increased my budget & I want to close this deal with Option 1 ,5
995,6,1,"Sir, I cannot accept $21500, I will have to go down to $26000. ",4
995,8,0,"I cannot afford $26000, what do you say for $17600? ",3
995,8,1,"I should value your money that's why we can provide you a tour package which have everything you are looking forward to, which is $16500, you will enjoy the all amazing moments in a budget which is a good option  ",2
995,9,0,"Oh! how can you afford, I can only go upto $17400? ",5
995,9,1,"Sorry, I cannot reduce the budget, we cannot compromise with the quality of service, we will be happy to give you special discount for this package, it's an upgraded package for honeymoon tour, the cost for this is $21500 ",7
995,10,0,No. I do not want to upgrade as we need something very simple. ,7
995,10,1,Ok sir your package will cost $22000 and it will be simple version ,3
995,12,0,"That's Ok, I will pay $17200, lets go ahead ",2
995,12,1,"Thanks for your response, Sorry ",5
437,1,0,"Hi, I'm really interested in the Cultural Heritage Tour. Can you please provide me with more information about the package and its price?",4
437,1,1,"'Sure, the Cultural Heritage Tour offers a unique experience to immerse yourself in the rich cultural heritage of various destinations. You will have the opportunity to explore historical sites, enjoy traditional performances, indulge in local cuisine experiences, and participate in art and craft workshops. The package also includes amenities such as language interpreter services, traditional costume rental, audio guides and headsets, expert lectures, and souvenir shopping. All of this can be yours for a price of $21500.",2
437,2,0,"I am interested in art and crafts, so please add art and craft workshops to the package.",7
437,2,1,"Absolutely, adding the art and craft workshops to the package is a great choice. The final cost of the tour package would be $26500.",5
437,3,0,"I appreciate the offer, but I can only afford up to $18372.308465519956 for this package. Can we work within this budget?",4
437,3,1,"I understand your budget constraints, but considering the extensive services and amenities included in this package, it will be difficult for us to accommodate all of them within your proposed budget. However, I can try to make some adjustments and see if we can work within your budget. Let me check the options and get back to you with a revised proposal.",7
437,4,0,"No, I would prefer to stick to my proposed budget.",1
437,4,1,Thanks for your response. We will proceed with your proposed budget and make sure to provide you with the best options within that range.,7
437,5,0,What is included for accommodation in the Cultural Heritage Tour package?,7
437,5,1,"The accommodation included in the Cultural Heritage Tour package is of high quality and offers a comfortable stay. You will have a variety of options to choose from, ranging from luxurious hotels to cozy guesthouses, all located in close proximity to the cultural sites and attractions. Additionally, the package also includes traditional performances, local cuisine experiences, language interpreter services, art and craft workshops, audio guides and headsets, expert lectures, and souvenir shopping.",1
437,6,0,What are the meal options available in Cultural Heritage Tour?,1
437,6,1,The Cultural Heritage Tour offers a variety of meal options including local cuisine experience. You will have the opportunity to taste traditional dishes and experience the local flavors during your tour.,5
437,7,0,"That's great to hear! I'm really interested in trying out the local cuisine. However, I must stick to my proposed budget of $18372.308465519956. Is there any way we can work within that range?",1
437,7,1,"I understand your budget constraints, but unfortunately, I cannot go down to $18372.308465519956. However, I can offer you a discounted package at $20711.05789365314.",7
437,8,0,"Thank you for understanding my budget constraints. While I appreciate the discounted package offer at $20711.05789365314, I am still unable to go above my proposed budget of $18372.308465519956. Is there any other way we can adjust the package to make it work within my budget?",7
437,8,1,I'm glad we could come to an agreement. Thank you for choosing our tour package.,7
881,1,0,You are a customer and you want to know more about package Discovering Kenya ,4
881,1,1,Package is offering services accommodation accommodation sightseeing sightseeing local cuisine experience local cuisine experience traditional performances traditional performances traditional performances' ,1
881,2,0,What about accomodation included in Cultural Heritage Tour ,4
881,2,1,The package have some great amenties like accommodation in a heritage luxury hotels for accommodation and you will get meals in all three hotel accommodation sightseeing sightseeing sightseeing local cuisine experience local cuisine experience local cuisine experience' ,7
881,3,0,"I like to try my hand in art and craft, please add art and craft workshops in the package ",1
881,3,1,"Ok thanks for adding, after adding the amenity Art and craft workshop the tour cost is $26500 ",1
881,4,0,"It's too much, I cannot go more higher than $22200 ",1
881,4,1,The revised price of the offer is $26000 ,7
881,5,0,cannot go more than $ 22000 ,7
881,5,1,"Thanks, We will discuss the tour package after reaching your hotel ",4
1119,1,0,"Hey!, I want to buy this package, what will be the cost of Beach Resort ",4
1119,1,1,' ,4
1119,2,0, ,4
1119,2,1,"Sir, we are offering you this package for $21000, can we sign the deal at that price? ",5
1119,3,0,", my budget is $18600. ",4
1119,3,1,"You are welcomed, lets close the deal with acceptance ",7
56,1,0,Could you tell me what does Capture the Moments Photography Tour include?,7
56,1,1,"'The Capture the Moments Photography Tour includes accommodation, transportation, meals, photography workshops, drone photography assistance, post-processing and editing sessions, photography gear rental, review sessions, editing space, and photography exhibition visits.'",5
56,2,0,"I am interested in capturing aerial photographs during the tour, so I would like to add Drone Photography Assistance to the package.",4
56,2,1,"Absolutely, adding the amenity Drone Photography Assistance is a great idea. The final tour cost will be $14200.",2
56,3,0,What kind of accommodation is included in the Capture the Moments Photography Tour package?,2
56,3,1,'Accommodation in the Capture the Moments Photography Tour package includes cozy and comfortable stays. The package takes care of your accommodation needs throughout the tour.',5
56,4,0,What meals are included in Capture the Moments Photography Tour?,4
56,4,1,'Meals are included in Capture the Moments Photography Tour. You will be provided with meals throughout your tour.',7
56,5,0,"I appreciate that meals are included in the Capture the Moments Photography Tour. However, my budget for this tour package is $10433.298295733714. Is there any way we can work within that range?",7
56,5,1,"I understand that you have a specific budget for the tour package. However, considering the services and amenities included in the Capture the Moments Photography Tour, it would not be possible to lower the price to $10433.298295733714. The current price is already discounted for the package. If you can increase your budget slightly, we can try to work out a more affordable option for you.",4
56,6,0,"I appreciate your understanding, but unfortunately, $10722.014756561153 is the maximum amount I can allocate for this tour package. Is there any way we can work out a more affordable option within this budget?",4
56,7,0,"I'm sorry, but I cannot go above my proposed budget of $10722.014756561153.",4
56,7,1,"I understand your budget constraints, but the services and amenities included in this package are truly exceptional. We can offer you a discounted price of $11500, which is the best we can do without compromising on the quality of the experience.",4
56,8,0,"Yes, I would be interested in adding the discounted amenities and services for the price of $11500.",2
56,8,1,"Thanks for your consent, we will add the discounted amenities and services for the price of $11500 to your package.",2
56,9,0,"I appreciate the offer, but I can only afford $10986.52543518304 for this package. Can we work something out within my budget?",7
56,9,1,"Sir, I would like to recommend the amenity Photography Gear Rental, which will make the tour cost $12215.63. Would you be interested in adding this to your package?",4
56,10,1,"Sorry, I didn't get your response. Could you please clarify your answer?",3
56,11,0,I'm sorry for the confusion. I mean to say that I cannot go over my proposed budget of $10986.52543518304.,3
56,11,1,I'm glad we could come to an agreement. Thank you for choosing our tour package.,7
1178,1,0,"Hey!, I want to buy this package, what will be the cost of Family Adventure Expedition: Fun for Everyone ",1
1178,1,1,The package is offering services which include... amenities…,7
1178,2,0,"I need only the basic package, I don't need this amenities, can you make a deal with me? ",7
1178,2,1,"I can customize the package according to your need, you just need to let us know what you want I will get a customized package with the basic amenities which you need at the price range $6500 ",5
1178,3,0,"I don't like zip lines, please remove the amenity Zip lining and Aerial Adventure Course ",2
1178,3,1,"If you cannot afford more than $8500 we respect your budget, therefore we will recommend you a better budget option for activities that is Photography Services to Capture Family Moments by which whole package will cost you only $8500 ",2
1178,4,0,No I do not want to add this option. ,7
1178,4,1,Ok I will recommend you some other amenity for the betterment of service ,7
1178,5,0,I have no more budget to spend.Thank you for the suggestions ,7
1178,5,1," Sir, this is the price you budgeted for $8000. I can offer you this pacakge in $8000. ",4
1178,6,0,"Sure, I can go up to 8k if I get the quality services in return ",4
1178,6,1,This is the maximum amount I can offer in the budget of $7800. ,4
1178,7,0,I will go further $3900. ,7
1178,7,1,"You should think about the adventurous wildlife thrilling experience, we can provide you an option for accomodation by which package will cost you $3600, it worth of this price ",4
1178,8,0,Yes I would like to add that   ,4
1178,8,1,"Thanks for your consent, we are adding that ",1
1178,9,0,"Thank you for your consent, we are adding that<|endoftext|>--- ",1
1178,9,1," Sir, You should try the amenity Family-Friendly Excursions and Sightseeing Tours. This will make the tour cost only $6800. ",5
1178,10,0,Ok I would like to add family-friendly excursions ,7
